,x1,x2,type
0,1.1036642101582457,0.9816999563765979,0
1,0.7267901619613131,1.0844785610694148,0
2,1.0170046328186544,1.024176043415137,0
3,1.0463155052229436,0.9836240787677923,0
4,0.9762761785127619,1.1601020457095466,0
5,1.031736161388975,1.114773747225538,0
6,0.98868220069374,1.0318751872355811,0
7,1.0204510634725281,0.905789490996276,0
8,0.9423177335588053,0.9084734860149247,0
9,0.9384974038525726,0.9028739242278948,0
10,0.9002981703043326,1.0325811515652266,0
11,1.1119414737010087,1.174862270869979,0
12,1.0943208958921946,0.8645194791277393,0
13,1.029140363226034,1.0617697884107633,0
14,1.0437535383120558,0.8334268859508116,0
15,0.8677898079319528,0.9030119916291598,0
16,1.1125220844875527,0.8971915906020608,0
17,1.0105774819173,0.9518290946073149,0
18,1.0239358970817503,1.014156529656564,0
19,0.9190697663695047,1.129116345786394,0
20,0.9398008428087241,1.0388684223828069,0
21,1.0971574817641323,0.9695904111257294,0
22,1.158824852159644,0.8369737145345983,0
23,0.9323853421820881,1.048425018022519,0
24,0.939310271381196,1.1207861088280693,0
25,1.0987881792470082,0.9823158496444948,0
26,0.9601722755942996,1.1521626115400905,0
27,1.039395030371348,0.9024027621849986,0
28,0.942193328197548,1.1483231295651002,0
29,0.9859340166165664,0.8390716527020092,0
30,1.0719385870366818,1.0522080419255049,0
31,0.9229962634997019,0.8292180727126987,0
32,1.1777696601464132,0.931761902750013,0
33,1.0607586199609933,0.9865185015187775,0
34,1.0569265350638395,0.9773491343980121,0
35,1.0169694096249824,1.110859608548168,0
36,0.9794944958751792,0.9929823567976652,0
37,1.0007496496023074,1.029448229473197,0
38,0.9520156644485654,1.0417749217124077,0
39,1.121811597957928,0.9679759985360564,0
40,0.9075362314769432,1.0132996633525013,0
41,0.9172690041573163,0.9632152483016438,0
42,1.0332454970105045,1.1225492013751865,0
43,1.1271978331287942,1.0056816140033893,0
44,0.8701587664438729,0.9292190464703105,0
45,1.0092913101955348,1.0492811554394814,0
46,1.0662185501986978,0.9374124249779616,0
47,1.0278828900975332,0.8453826895548493,0
48,1.0751754892506393,1.036317885928588,0
49,0.8913101065723544,1.18178974289424,0
50,0.9373394300716229,1.0818669865202646,0
51,0.9138212549323783,1.0642769561684993,0
52,1.0594462333741517,1.0471339061848781,0
53,0.9987595050037854,1.0214164109164046,0
54,0.8941001769146626,1.0414987597620526,0
